customer_id,first_name,last_name,email,phone,address,city,state,zip_code,date_of_birth,registration_date,customer_segment,credit_score,annual_income,is_active,created_at,updated_at
CUST_000047,Lisa,Gonzalez,lisa.gonzalez96@outlook.com,+1-426-514-4986,5017 Elm St,New York,NY,86225,1974-07-01,2022-12-08,Basic,735,199410.51,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000048,Emily,Lopez,emily.lopez278@outlook.com,+1-457-336-2976,3156 First St,San Diego,CA,25670,1959-07-13,2024-07-20,Standard,521,154255.81,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000049,Mary,Martinez,mary.martinez612@outlook.com,+1-302-952-4180,4854 Oak St,Dallas,TX,57301,1991-07-05,2023-11-23,Premium,846,47152.02,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000050,John,Rodriguez,john.rodriguez715@yahoo.com,+1-853-989-9042,1681 Main St,Phoenix,AZ,85243,1982-02-04,2022-12-16,VIP,751,84623.54,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000051,David,Davis,david.davis842@gmail.com,+1-610-603-2213,9454 Elm St,Los Angeles,CA,99974,2002-10-18,2024-09-27,Standard,611,39906.66,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000052,Jane,Rodriguez,jane.rodriguez621@business.org,+1-833-331-9561,6233 Second St,San Antonio,TX,68028,1980-12-05,2023-03-09,Basic,361,131685.41,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000053,Christopher,Brown,christopher.brown271@gmail.com,+1-360-345-3847,9044 Main St,Houston,TX,30517,2007-05-14,2023-04-20,VIP,781,75970.38,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000054,David,Lopez,david.lopez720@company.com,+1-272-803-4824,4335 Elm St,Phoenix,AZ,87304,1948-04-15,2024-06-24,VIP,417,120298.42,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000055,Daniel,Jones,daniel.jones74@gmail.com,+1-369-911-6039,9750 Elm St,Chicago,IL,84607,1981-09-17,2023-02-16,Premium,779,145518.65,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000056,David,Rodriguez,david.rodriguez506@company.com,+1-282-712-1653,7079 Elm St,Dallas,TX,52247,1953-06-11,2024-03-09,Premium,393,65061.77,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000057,Christopher,Hernandez,christopher.hernandez591@gmail.com,+1-981-874-3870,7709 Park St,Phoenix,AZ,95394,1967-12-07,2024-01-12,Standard,746,136087.33,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000058,Jane,Davis,jane.davis419@outlook.com,+1-528-786-2713,2635 First St,Philadelphia,PA,63955,1963-02-26,2023-12-22,VIP,337,104594.53,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000059,David,Garcia,david.garcia994@company.com,+1-726-944-1018,8890 Second St,Los Angeles,CA,64165,2002-09-28,2024-07-15,Basic,810,134446.53,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000060,Sarah,Jones,sarah.jones135@outlook.com,+1-648-815-8941,1990 Main St,Dallas,TX,92578,1952-12-24,2024-03-31,Standard,618,121396.83,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000061,Jane,Brown,jane.brown473@gmail.com,+1-863-952-3522,8166 Elm St,Los Angeles,CA,48254,1961-12-14,2024-01-22,VIP,794,196542.81,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000062,Lisa,Rodriguez,lisa.rodriguez393@yahoo.com,+1-813-620-3236,1144 First St,Chicago,IL,64387,1977-02-10,2022-09-29,Basic,302,74496.82,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000063,Patricia,Martinez,patricia.martinez676@company.com,+1-352-557-9824,7936 First St,San Jose,CA,53573,1958-02-02,2023-06-23,VIP,629,177180.29,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000064,Jennifer,Miller,jennifer.miller877@company.com,+1-244-425-8749,6247 Second St,Houston,TX,96991,1949-02-09,2024-09-26,VIP,337,47093.1,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000065,Patricia,Johnson,patricia.johnson103@business.org,+1-667-115-3361,6718 Elm St,San Diego,CA,30232,2000-11-22,2022-12-16,Basic,646,134070.4,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000066,James,Johnson,james.johnson873@business.org,+1-589-424-8994,8865 Main St,Philadelphia,PA,90931,2001-06-19,2024-04-10,Basic,532,155684.11,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000067,Jane,Gonzalez,jane.gonzalez455@yahoo.com,+1-910-406-1474,754 First St,Los Angeles,CA,17355,1981-04-14,2023-07-31,Basic,741,50474.71,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000068,Jennifer,Hernandez,jennifer.hernandez175@yahoo.com,+1-280-724-7267,3946 Second St,Chicago,IL,86435,1994-10-07,2024-04-15,VIP,560,105424.84,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000069,Daniel,Gonzalez,daniel.gonzalez923@outlook.com,+1-893-659-3588,1211 Second St,San Diego,CA,55293,1954-11-22,2023-11-30,VIP,556,104946.27,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000070,Sarah,Miller,sarah.miller110@yahoo.com,+1-590-685-6881,9418 First St,San Diego,CA,48696,2005-08-21,2023-05-16,Basic,308,124037.58,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000071,Daniel,Martinez,daniel.martinez853@outlook.com,+1-994-918-4770,9947 First St,San Diego,CA,38705,1950-06-29,2024-07-10,Basic,440,134943.42,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000072,David,Gonzalez,david.gonzalez35@business.org,+1-573-849-3153,1477 First St,San Diego,CA,52823,1970-04-30,2024-08-09,Standard,435,162639.74,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000073,William,Rodriguez,william.rodriguez851@yahoo.com,+1-463-944-8894,4836 Elm St,Phoenix,AZ,54396,1997-04-10,2022-12-18,Premium,444,156976.51,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000074,Patricia,Hernandez,patricia.hernandez991@business.org,+1-574-192-7464,229 First St,San Antonio,TX,80329,1996-07-08,2023-01-15,Basic,568,127298.02,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000075,Jane,Hernandez,jane.hernandez483@gmail.com,+1-834-674-6374,9996 Oak St,Houston,TX,94889,2001-12-07,2022-12-27,Basic,718,45418.29,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000076,John,Jones,john.jones119@gmail.com,+1-440-650-3222,6368 Second St,San Diego,CA,58629,1947-06-15,2023-03-29,Standard,724,139611.33,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000077,Jennifer,Miller,jennifer.miller34@outlook.com,+1-422-554-8285,3869 First St,Phoenix,AZ,23022,1946-02-02,2023-07-13,Basic,362,94674.44,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000078,Jane,Davis,jane.davis679@yahoo.com,+1-857-754-1349,829 First St,Los Angeles,CA,41925,1996-04-22,2024-06-09,Premium,512,127617.04,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000079,Emily,Gonzalez,emily.gonzalez808@business.org,+1-202-383-3370,2130 Park St,Chicago,IL,42853,1991-12-14,2024-12-21,Premium,434,27600.56,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000080,Jennifer,Garcia,jennifer.garcia179@outlook.com,+1-253-229-7897,8620 Main St,New York,NY,18330,1964-11-17,2023-01-28,Basic,825,128891.55,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000081,William,Brown,william.brown45@business.org,+1-508-569-1510,997 Second St,San Jose,CA,62640,1969-05-12,2024-12-25,VIP,754,37860.88,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000082,Emily,Martinez,emily.martinez68@yahoo.com,+1-481-739-9984,5328 Second St,Chicago,IL,88301,1960-01-03,2023-12-09,VIP,817,130949.69,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000083,Christopher,Lopez,christopher.lopez874@business.org,+1-938-986-4522,7047 Second St,Los Angeles,CA,39949,1970-06-25,2023-09-09,VIP,708,97798.19,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000084,Emily,Miller,emily.miller682@outlook.com,+1-583-256-8770,1100 Main St,Philadelphia,PA,21188,1999-03-30,2023-03-03,Premium,681,167059.62,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000085,Jennifer,Rodriguez,jennifer.rodriguez338@gmail.com,+1-620-462-7929,843 First St,Dallas,TX,88696,1979-07-29,2023-08-14,Premium,819,62229.29,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000086,Sarah,Johnson,sarah.johnson866@business.org,+1-576-217-5564,9407 Oak St,Philadelphia,PA,66244,1957-04-12,2025-06-11,Basic,329,56572.81,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000087,Daniel,Garcia,daniel.garcia7@yahoo.com,+1-346-679-7566,1141 Oak St,Philadelphia,PA,92991,2004-11-08,2025-01-28,Standard,685,98470.69,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000088,Michael,Garcia,michael.garcia739@outlook.com,+1-995-681-2391,862 Oak St,Phoenix,AZ,30632,1952-03-05,2025-04-24,Premium,578,102544.77,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000089,Lisa,Martinez,lisa.martinez425@outlook.com,+1-420-873-9394,1865 First St,San Diego,CA,66349,1997-08-28,2024-01-01,VIP,839,141748.2,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000090,Sarah,Miller,sarah.miller57@gmail.com,+1-409-408-4460,2249 First St,San Jose,CA,47938,1978-03-03,2024-12-01,Premium,809,155727.47,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000091,Michael,Miller,michael.miller721@yahoo.com,+1-712-672-6802,1181 Second St,Dallas,TX,15544,1968-06-20,2025-06-26,VIP,379,175869.25,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000092,Jennifer,Miller,jennifer.miller297@gmail.com,+1-614-121-6321,2816 Park St,San Antonio,TX,70305,1945-09-26,2023-07-24,Premium,747,172784.76,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000093,Robert,Martinez,robert.martinez537@gmail.com,+1-605-991-6083,5563 Oak St,San Antonio,TX,53655,1992-07-09,2025-02-28,Premium,843,114241.61,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000094,Emily,Lopez,emily.lopez242@gmail.com,+1-349-362-4232,2843 Park St,Chicago,IL,30036,1948-10-18,2025-03-02,Standard,805,106191.79,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000095,James,Martinez,james.martinez331@outlook.com,+1-354-550-2118,7683 Second St,San Jose,CA,92756,1980-06-09,2024-01-19,Premium,660,113783.95,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000096,Lisa,Davis,lisa.davis59@outlook.com,+1-493-178-2479,9734 Park St,New York,NY,60394,1966-02-03,2025-05-11,VIP,492,81267.18,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000097,William,Williams,william.williams462@gmail.com,+1-551-831-2381,8267 Elm St,New York,NY,32617,2004-02-04,2024-03-14,VIP,749,116712.0,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000098,Emily,Garcia,emily.garcia397@company.com,+1-993-446-1857,5483 Main St,Phoenix,AZ,53213,1999-02-16,2023-06-04,Basic,558,151653.39,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000099,Emily,Johnson,emily.johnson680@yahoo.com,+1-558-417-7421,2113 Park St,San Jose,CA,21104,1979-10-31,2023-06-24,Basic,430,142270.37,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000100,James,Hernandez,james.hernandez521@outlook.com,+1-218-471-6060,2954 Oak St,San Antonio,TX,54791,1963-12-24,2024-07-06,Standard,440,52115.41,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000101,Patricia,Gonzalez,patricia.gonzalez520@business.org,+1-956-639-1618,5518 Park St,Los Angeles,CA,27176,1954-01-09,2023-06-24,Standard,466,56648.04,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000102,Mary,Davis,mary.davis421@outlook.com,+1-892-836-4891,7278 Park St,New York,NY,47346,1967-05-01,2024-04-11,Standard,616,193979.41,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000103,Daniel,Brown,daniel.brown695@business.org,+1-651-572-5616,6257 Park St,Philadelphia,PA,79135,1970-01-17,2024-09-06,Standard,441,177775.34,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000104,James,Davis,james.davis568@gmail.com,+1-928-966-9452,2043 First St,Philadelphia,PA,20993,1993-03-22,2024-01-23,VIP,825,50786.01,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000105,Jane,Brown,jane.brown906@outlook.com,+1-227-524-1872,6496 Park St,San Diego,CA,59015,1986-06-15,2023-06-05,Premium,683,64294.28,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000106,Daniel,Johnson,daniel.johnson811@yahoo.com,+1-340-139-5700,7741 Elm St,Philadelphia,PA,28191,1965-07-09,2023-01-28,Premium,381,28325.68,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000107,Patricia,Williams,patricia.williams963@business.org,+1-740-533-2821,4721 Oak St,Dallas,TX,49472,1996-09-03,2025-04-28,Standard,729,136816.55,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000108,Jane,Johnson,jane.johnson612@business.org,+1-216-747-9443,9422 Oak St,San Diego,CA,28818,1981-06-22,2023-03-08,Premium,661,67098.74,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000109,Michael,Hernandez,michael.hernandez537@outlook.com,+1-269-638-9914,8313 Park St,Los Angeles,CA,82633,2005-10-12,2023-05-27,VIP,344,136242.39,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000110,David,Lopez,david.lopez366@gmail.com,+1-553-346-2698,9534 Elm St,New York,NY,53583,1995-08-21,2025-05-05,Basic,646,167364.05,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000111,Patricia,Gonzalez,patricia.gonzalez713@company.com,+1-846-286-3209,1034 Elm St,San Diego,CA,69988,2004-04-15,2023-12-12,Standard,344,163444.11,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000112,Emily,Jones,emily.jones408@business.org,+1-684-359-1599,3132 First St,Dallas,TX,56789,2003-04-26,2023-09-24,Basic,427,164884.92,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000113,Daniel,Miller,daniel.miller917@company.com,+1-547-291-9129,8152 First St,San Diego,CA,78062,1983-09-05,2025-02-15,VIP,380,100356.25,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000114,William,Jones,william.jones106@gmail.com,+1-535-776-5843,5022 Second St,Philadelphia,PA,88986,1969-05-18,2024-08-27,VIP,659,103247.69,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000115,Jennifer,Miller,jennifer.miller655@gmail.com,+1-276-787-7655,5953 Park St,Phoenix,AZ,99051,1993-04-02,2025-06-01,Standard,748,31089.82,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000116,Sarah,Gonzalez,sarah.gonzalez371@company.com,+1-780-133-3513,7372 First St,Philadelphia,PA,58760,1967-10-11,2025-02-27,Standard,842,89216.24,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000117,James,Jones,james.jones984@gmail.com,+1-226-853-4048,8177 Park St,Houston,TX,60723,1957-03-20,2024-12-05,Basic,566,148206.62,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000118,Jennifer,Jones,jennifer.jones205@gmail.com,+1-338-973-2213,7407 Oak St,San Diego,CA,68341,1999-09-24,2023-10-19,Basic,366,121249.5,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000119,Daniel,Jones,daniel.jones729@yahoo.com,+1-570-620-4673,1989 Oak St,Chicago,IL,28202,1986-05-14,2022-10-27,Premium,669,121953.75,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000120,Lisa,Gonzalez,lisa.gonzalez133@business.org,+1-288-167-6067,6524 Elm St,Dallas,TX,72739,1960-06-11,2023-04-15,VIP,375,46932.19,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000121,James,Johnson,james.johnson478@business.org,+1-552-231-3981,2115 Second St,San Diego,CA,75911,2002-08-20,2024-11-22,Standard,611,53814.99,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000122,Daniel,Lopez,daniel.lopez355@business.org,+1-490-966-2292,4106 Oak St,Houston,TX,93238,1958-03-10,2024-01-19,Standard,610,132524.95,True,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000123,William,Hernandez,william.hernandez607@business.org,+1-357-275-6531,9235 Main St,Chicago,IL,13718,2000-04-26,2025-05-02,Basic,515,159217.83,False,2025-08-04 19:19:11,2025-08-04 19:19:11
CUST_000124,Jennifer,Hernandez,jennifer.hernandez510@business.org,+1-496-757-5949,7913 Oak St,New York,NY,99783,1971-03-05,2023-12-03,VIP,374,145507.38,True,2025-08-04 19:19:11,2025-08-04 19:19:11
