employee_id,first_name,last_name,email,phone,department,position,hire_date,salary,manager_id,is_active,created_at,updated_at
EMP_000046,Jamie,White,jamie.white@company.com,+1-368-366-2304,Operations,Specialist,2023-06-02,98634.43,,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000047,Blake,Wilson,blake.wilson@company.com,+1-551-498-3747,Finance,Senior Specialist,2020-12-25,144067.12,,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000048,Taylor,Jackson,taylor.jackson@company.com,+1-742-722-7062,Sales,Senior Specialist,2015-11-11,149057.22,,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000049,Drew,Jackson,drew.jackson@company.com,+1-574-126-9022,Finance,Specialist,2021-03-06,144453.48,,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000050,Alex,Jackson,alex.jackson@company.com,+1-974-599-5707,Customer Service,Specialist,2022-12-30,40836.26,,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000051,Jordan,Thompson,jordan.thompson@company.com,+1-315-592-8933,Marketing,Manager,2023-04-12,97369.69,,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000052,Taylor,Taylor,taylor.taylor@company.com,+1-238-188-6967,Marketing,Associate,2022-01-23,49702.8,EMP_000019,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000053,Jordan,Jackson,jordan.jackson@company.com,+1-535-307-2756,Marketing,Senior Specialist,2021-05-28,108131.75,EMP_000014,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000054,Blake,Thompson,blake.thompson@company.com,+1-443-917-7983,HR,Specialist,2024-12-30,41766.24,EMP_000040,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000055,Casey,Thompson,casey.thompson@company.com,+1-490-888-2427,Sales,Specialist,2023-07-10,90229.63,EMP_000040,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000056,Blake,Anderson,blake.anderson@company.com,+1-819-850-3156,Customer Service,Associate,2025-06-08,69885.02,EMP_000009,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000057,Jamie,White,jamie.white@company.com,+1-366-240-6421,Finance,Associate,2020-11-04,46420.61,EMP_000021,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000058,Blake,Harris,blake.harris@company.com,+1-486-405-3745,Marketing,Associate,2017-08-04,77167.96,EMP_000022,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000059,Jamie,White,jamie.white@company.com,+1-572-915-6199,Customer Service,Coordinator,2022-04-13,59555.26,EMP_000009,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000060,Jordan,Thompson,jordan.thompson@company.com,+1-909-538-6444,Sales,Senior Specialist,2015-12-20,40688.33,EMP_000003,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000061,Casey,Taylor,casey.taylor@company.com,+1-581-754-4761,Finance,Senior Specialist,2024-09-11,145430.75,EMP_000009,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000062,Jamie,Jackson,jamie.jackson@company.com,+1-270-313-1091,IT,Specialist,2020-02-14,43716.82,EMP_000014,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000063,Casey,Thompson,casey.thompson@company.com,+1-490-410-5659,Customer Service,Coordinator,2019-08-17,107859.94,EMP_000025,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000064,Casey,Harris,casey.harris@company.com,+1-906-327-7931,HR,Associate,2017-06-11,144440.33,EMP_000042,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000065,Casey,Anderson,casey.anderson@company.com,+1-332-475-9442,Operations,Senior Specialist,2021-05-17,71670.46,EMP_000005,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000066,Casey,Thompson,casey.thompson@company.com,+1-954-236-4119,Customer Service,Manager,2024-02-04,62019.92,EMP_000010,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000067,Morgan,Thompson,morgan.thompson@company.com,+1-260-486-1132,Sales,Coordinator,2022-10-07,85690.48,EMP_000032,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000068,Taylor,Harris,taylor.harris@company.com,+1-553-124-9724,Marketing,Associate,2020-12-24,97054.94,EMP_000006,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000069,Casey,Wilson,casey.wilson@company.com,+1-558-591-8606,IT,Specialist,2017-02-18,147062.56,EMP_000036,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000070,Blake,Wilson,blake.wilson@company.com,+1-588-258-1535,IT,Senior Specialist,2018-07-29,49925.75,EMP_000050,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000071,Drew,Moore,drew.moore@company.com,+1-947-204-7430,Sales,Coordinator,2015-10-07,59981.78,EMP_000029,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000072,Blake,Wilson,blake.wilson@company.com,+1-264-568-4523,Marketing,Associate,2016-09-06,118891.38,EMP_000014,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000073,Alex,Jackson,alex.jackson@company.com,+1-386-276-3542,Finance,Coordinator,2018-08-13,63550.83,EMP_000027,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000074,Jordan,White,jordan.white@company.com,+1-534-773-2234,Operations,Specialist,2022-11-11,100845.0,EMP_000010,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000075,Casey,Jackson,casey.jackson@company.com,+1-868-472-5006,Customer Service,Coordinator,2015-12-01,138397.38,EMP_000014,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000076,Morgan,Taylor,morgan.taylor@company.com,+1-627-225-9013,Operations,Associate,2017-03-30,121802.6,EMP_000032,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000077,Casey,White,casey.white@company.com,+1-496-353-1320,Finance,Specialist,2022-08-01,135197.65,EMP_000037,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000078,Jordan,Wilson,jordan.wilson@company.com,+1-657-718-8189,Sales,Senior Specialist,2019-02-09,59176.36,EMP_000005,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000079,Alex,Jackson,alex.jackson@company.com,+1-452-782-8676,Customer Service,Coordinator,2019-12-06,119064.11,EMP_000014,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000080,Jamie,Wilson,jamie.wilson@company.com,+1-793-671-9502,Marketing,Senior Specialist,2023-11-02,43088.62,EMP_000044,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000081,Casey,Jackson,casey.jackson@company.com,+1-606-846-1889,Finance,Senior Specialist,2023-07-27,44142.28,EMP_000003,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000082,Blake,Harris,blake.harris@company.com,+1-731-615-9288,Customer Service,Coordinator,2020-08-05,78424.42,EMP_000014,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000083,Jamie,Wilson,jamie.wilson@company.com,+1-442-752-9765,HR,Manager,2016-07-21,132163.99,EMP_000049,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000084,Taylor,Anderson,taylor.anderson@company.com,+1-484-409-4871,HR,Manager,2016-05-17,102993.25,EMP_000037,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000085,Jordan,Harris,jordan.harris@company.com,+1-268-455-3670,Marketing,Coordinator,2015-10-13,50292.62,EMP_000050,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000086,Casey,Jackson,casey.jackson@company.com,+1-879-124-2515,IT,Senior Specialist,2020-02-25,70490.26,EMP_000048,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000087,Alex,Moore,alex.moore@company.com,+1-205-690-7808,HR,Manager,2023-02-25,115545.09,EMP_000032,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000088,Jordan,Wilson,jordan.wilson@company.com,+1-607-149-3472,Operations,Senior Specialist,2024-03-19,62797.02,EMP_000008,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000089,Drew,Harris,drew.harris@company.com,+1-970-776-3287,Sales,Manager,2018-09-19,124851.46,EMP_000044,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000090,Jordan,Thompson,jordan.thompson@company.com,+1-591-512-2712,Marketing,Senior Specialist,2025-01-15,53305.25,EMP_000047,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000091,Blake,Wilson,blake.wilson@company.com,+1-940-451-9669,Customer Service,Associate,2022-09-21,61774.65,EMP_000040,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000092,Alex,Taylor,alex.taylor@company.com,+1-785-297-8068,HR,Specialist,2023-03-05,98976.33,EMP_000043,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000093,Blake,Taylor,blake.taylor@company.com,+1-995-633-2697,Marketing,Specialist,2023-07-15,51050.45,EMP_000019,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000094,Drew,Wilson,drew.wilson@company.com,+1-545-980-1143,Finance,Specialist,2024-01-01,56514.09,EMP_000019,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000095,Casey,Anderson,casey.anderson@company.com,+1-805-298-7008,IT,Associate,2016-02-04,127007.32,EMP_000048,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000096,Taylor,Jackson,taylor.jackson@company.com,+1-331-897-9135,Customer Service,Manager,2016-10-21,50688.49,EMP_000030,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000097,Casey,Taylor,casey.taylor@company.com,+1-395-534-6882,Finance,Specialist,2019-06-17,80335.97,EMP_000020,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000098,Taylor,Anderson,taylor.anderson@company.com,+1-465-176-3558,Sales,Senior Specialist,2020-02-09,142320.38,EMP_000028,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000099,Jamie,Wilson,jamie.wilson@company.com,+1-690-336-9107,IT,Manager,2023-08-24,105897.35,EMP_000004,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000100,Jordan,White,jordan.white@company.com,+1-636-982-1366,HR,Senior Specialist,2024-01-20,53913.11,EMP_000019,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000101,Jamie,Jackson,jamie.jackson@company.com,+1-467-984-3598,Customer Service,Manager,2023-01-09,117132.11,EMP_000019,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000102,Taylor,Anderson,taylor.anderson@company.com,+1-327-117-6950,HR,Associate,2019-03-08,140562.72,EMP_000041,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000103,Jamie,White,jamie.white@company.com,+1-515-737-2063,IT,Associate,2018-11-22,114477.53,EMP_000023,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000104,Morgan,White,morgan.white@company.com,+1-376-352-5116,HR,Manager,2023-12-23,132044.72,EMP_000017,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000105,Drew,Anderson,drew.anderson@company.com,+1-313-145-1973,Customer Service,Manager,2016-07-27,126196.07,EMP_000008,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000106,Taylor,Anderson,taylor.anderson@company.com,+1-954-911-7759,Finance,Senior Specialist,2024-05-20,89425.84,EMP_000018,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000107,Blake,Wilson,blake.wilson@company.com,+1-633-628-1698,Finance,Manager,2019-09-18,50717.12,EMP_000047,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000108,Blake,Thompson,blake.thompson@company.com,+1-351-706-1499,Customer Service,Manager,2021-09-01,117473.41,EMP_000030,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000109,Taylor,Anderson,taylor.anderson@company.com,+1-618-563-2665,Marketing,Manager,2020-04-30,118388.34,EMP_000022,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000110,Alex,Taylor,alex.taylor@company.com,+1-569-643-5514,HR,Specialist,2023-04-10,128112.93,EMP_000012,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000111,Taylor,Anderson,taylor.anderson@company.com,+1-217-678-8128,Marketing,Specialist,2019-07-20,134534.5,EMP_000044,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000112,Blake,White,blake.white@company.com,+1-920-539-5157,HR,Manager,2023-03-21,53254.6,EMP_000001,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000113,Taylor,Moore,taylor.moore@company.com,+1-821-512-3565,Customer Service,Associate,2022-08-29,132216.38,EMP_000026,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000114,Casey,Thompson,casey.thompson@company.com,+1-561-699-2049,Finance,Senior Specialist,2016-03-12,55204.42,EMP_000031,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000115,Alex,Anderson,alex.anderson@company.com,+1-472-512-7796,HR,Manager,2022-01-10,146158.9,EMP_000041,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000116,Jordan,Thompson,jordan.thompson@company.com,+1-251-557-8956,Operations,Associate,2024-02-12,140532.23,EMP_000003,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000117,Morgan,Moore,morgan.moore@company.com,+1-756-886-2113,Customer Service,Coordinator,2017-01-07,116992.73,EMP_000046,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000118,Alex,Jackson,alex.jackson@company.com,+1-455-783-2077,IT,Senior Specialist,2025-01-13,68107.39,EMP_000039,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000119,Morgan,Harris,morgan.harris@company.com,+1-604-902-9670,HR,Senior Specialist,2018-03-30,47163.05,EMP_000030,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000120,Jordan,White,jordan.white@company.com,+1-591-717-5794,Sales,Associate,2021-03-24,145099.73,EMP_000010,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000121,Blake,Taylor,blake.taylor@company.com,+1-250-596-8862,Finance,Specialist,2022-09-23,65662.88,EMP_000012,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000122,Drew,Wilson,drew.wilson@company.com,+1-415-854-9444,Operations,Coordinator,2018-11-02,71801.65,EMP_000037,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000123,Blake,Anderson,blake.anderson@company.com,+1-268-828-5327,Marketing,Associate,2016-01-01,148684.97,EMP_000043,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000124,Alex,Moore,alex.moore@company.com,+1-678-152-9447,HR,Coordinator,2016-01-16,58868.1,EMP_000006,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000125,Alex,Wilson,alex.wilson@company.com,+1-876-781-1449,Operations,Specialist,2024-06-11,133458.13,EMP_000035,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000126,Taylor,Jackson,taylor.jackson@company.com,+1-900-818-9404,Finance,Coordinator,2016-10-05,104318.42,EMP_000010,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000127,Jordan,Harris,jordan.harris@company.com,+1-222-848-9806,Finance,Coordinator,2022-04-06,142058.37,EMP_000033,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000128,Jordan,White,jordan.white@company.com,+1-466-411-9767,Marketing,Senior Specialist,2017-01-04,53226.72,EMP_000023,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000129,Blake,Jackson,blake.jackson@company.com,+1-648-111-9832,Marketing,Manager,2016-05-28,42826.22,EMP_000035,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000130,Drew,Harris,drew.harris@company.com,+1-527-584-2535,Customer Service,Senior Specialist,2016-01-25,60780.58,EMP_000037,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000131,Morgan,White,morgan.white@company.com,+1-293-882-2376,Marketing,Coordinator,2019-11-28,114177.45,EMP_000038,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000132,Casey,White,casey.white@company.com,+1-773-616-3464,HR,Associate,2019-01-09,143759.72,EMP_000043,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000133,Alex,Taylor,alex.taylor@company.com,+1-244-702-6810,Marketing,Manager,2022-08-11,139519.37,EMP_000006,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000134,Jordan,Jackson,jordan.jackson@company.com,+1-637-145-9099,Finance,Senior Specialist,2023-07-11,93625.75,EMP_000044,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000135,Jamie,White,jamie.white@company.com,+1-562-209-8540,Finance,Associate,2023-06-22,72213.49,EMP_000003,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000136,Morgan,White,morgan.white@company.com,+1-592-659-5073,Operations,Specialist,2018-08-26,87223.91,EMP_000018,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000137,Morgan,Wilson,morgan.wilson@company.com,+1-266-554-1190,Marketing,Coordinator,2021-09-20,51243.06,EMP_000010,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000138,Jamie,Moore,jamie.moore@company.com,+1-845-516-5509,Finance,Coordinator,2024-02-09,40037.76,EMP_000037,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000139,Morgan,White,morgan.white@company.com,+1-745-813-9221,Marketing,Coordinator,2025-01-18,136836.77,EMP_000009,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000140,Drew,Harris,drew.harris@company.com,+1-354-870-9637,HR,Coordinator,2019-01-20,47496.48,EMP_000002,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000141,Jordan,Taylor,jordan.taylor@company.com,+1-275-319-2850,Finance,Senior Specialist,2021-07-01,112729.92,EMP_000039,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000142,Taylor,White,taylor.white@company.com,+1-310-338-4495,HR,Associate,2025-07-04,77590.19,EMP_000016,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000143,Morgan,Jackson,morgan.jackson@company.com,+1-769-623-2546,HR,Specialist,2016-10-07,131306.47,EMP_000002,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000144,Jamie,Taylor,jamie.taylor@company.com,+1-968-409-9119,Marketing,Specialist,2024-02-11,107790.76,EMP_000028,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000145,Alex,Moore,alex.moore@company.com,+1-913-396-5482,Sales,Coordinator,2020-11-03,84227.12,EMP_000005,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000146,Blake,Thompson,blake.thompson@company.com,+1-990-628-3077,Operations,Specialist,2018-11-04,99206.42,EMP_000049,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000147,Alex,White,alex.white@company.com,+1-672-953-3383,Sales,Specialist,2024-08-13,88713.61,EMP_000027,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000148,Taylor,Jackson,taylor.jackson@company.com,+1-837-289-7463,Operations,Associate,2022-07-16,100050.65,EMP_000040,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000149,Drew,Harris,drew.harris@company.com,+1-519-618-7244,Finance,Specialist,2017-10-15,138177.55,EMP_000006,False,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000150,Jamie,Taylor,jamie.taylor@company.com,+1-521-922-1807,Sales,Manager,2018-08-18,54824.45,EMP_000039,True,2025-08-04 19:19:11,2025-08-04 19:19:11
EMP_000151,Alex,Harris,alex.harris@company.com,+1-569-352-7250,Operations,Manager,2021-07-28,52472.74,EMP_000031,True,2025-08-04 19:19:11,2025-08-04 19:19:11
