order_id,customer_id,product_id,employee_id,order_date,ship_date,quantity,unit_price,discount_percent,tax_amount,total_amount,order_status,shipping_address,payment_method,created_at,updated_at
ORD_00000027,CUST_000130,PROD_000009,EMP_000055,2024-08-12,2024-08-19,1,511.41,21.0,76.03,73.77,Cancelled,4914 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000028,CUST_000670,PROD_000087,EMP_000158,2024-12-20,2024-12-30,3,960.24,10.8,76.0,251.19,Shipped,9292 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000029,CUST_000371,PROD_000100,EMP_000019,2025-06-18,2025-06-19,1,413.47,14.6,94.06,22.92,Pending,6518 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000030,CUST_000061,PROD_000019,EMP_000140,2024-01-21,2024-01-28,8,482.72,1.3,69.55,249.22,Delivered,8208 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000031,CUST_000679,PROD_000050,EMP_000146,2024-12-23,2024-12-28,5,585.23,28.9,37.5,232.78,Pending,6433 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000032,CUST_000777,PROD_000041,EMP_000086,2024-07-13,2024-07-19,1,225.78,19.0,82.84,82.15,Processing,6218 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000033,CUST_000921,PROD_000101,EMP_000048,2025-03-23,2025-03-28,2,464.77,7.6,58.21,631.46,Returned,9383 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000034,CUST_000809,PROD_000057,EMP_000079,2024-12-22,2024-12-28,2,79.04,22.1,3.19,49.44,Delivered,761 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000035,CUST_000653,PROD_000196,EMP_000139,2025-07-29,2025-08-07,7,515.32,7.3,15.15,903.82,Pending,6292 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000036,CUST_000814,PROD_000035,EMP_000158,2024-12-21,2024-12-22,5,897.41,10.0,97.53,912.97,Shipped,9218 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000037,CUST_000878,PROD_000145,EMP_000048,2024-09-06,2024-09-08,3,597.47,17.8,42.35,175.81,Pending,3784 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000038,CUST_000824,PROD_000046,EMP_000003,2023-09-16,2023-09-19,8,376.33,15.6,7.77,467.32,Delivered,405 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000039,CUST_000930,PROD_000114,EMP_000030,2025-08-02,2025-08-04,6,843.43,6.8,75.19,16.06,Processing,7069 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000040,CUST_000663,PROD_000156,EMP_000186,2025-04-24,2025-04-27,2,359.04,27.3,78.57,527.03,Delivered,71 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000041,CUST_000097,PROD_000112,EMP_000028,2024-01-02,2024-01-04,9,442.16,16.1,33.23,555.1,Returned,9643 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000042,CUST_000997,PROD_000121,EMP_000043,2023-08-28,2023-08-30,7,560.44,1.3,5.03,992.49,Shipped,3873 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000043,CUST_000561,PROD_000097,EMP_000156,2025-05-27,2025-05-30,9,909.52,14.4,17.24,513.97,Shipped,5096 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000044,CUST_000142,PROD_000044,EMP_000185,2024-02-24,2024-03-03,3,11.2,5.3,21.38,301.6,Processing,3747 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000045,CUST_000259,PROD_000023,EMP_000072,2025-06-04,2025-06-09,8,987.52,19.6,73.11,925.31,Cancelled,1798 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000046,CUST_000592,PROD_000155,EMP_000182,2024-07-31,2024-08-04,1,676.38,22.1,73.48,136.3,Returned,3406 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000047,CUST_000153,PROD_000057,EMP_000034,2023-08-22,2023-08-25,8,503.04,25.5,12.72,877.05,Processing,6111 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000048,CUST_000921,PROD_000199,EMP_000195,2025-06-22,2025-06-25,9,102.59,10.1,4.7,260.93,Processing,48 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000049,CUST_000733,PROD_000153,EMP_000060,2024-08-16,2024-08-24,8,464.99,11.9,58.46,614.99,Processing,2164 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000050,CUST_000166,PROD_000154,EMP_000023,2023-10-06,2023-10-13,2,474.97,11.3,60.81,861.99,Processing,9537 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000051,CUST_000967,PROD_000008,EMP_000068,2025-04-03,2025-04-07,9,822.96,2.0,38.71,170.58,Cancelled,1330 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000052,CUST_000499,PROD_000004,EMP_000129,2024-05-31,2024-06-01,6,411.79,26.5,96.88,423.51,Delivered,7545 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000053,CUST_000718,PROD_000101,EMP_000040,2024-12-07,2024-12-09,10,517.01,11.8,36.17,310.16,Shipped,4174 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000054,CUST_000989,PROD_000111,EMP_000101,2024-05-09,2024-05-13,5,608.6,5.7,22.47,422.66,Pending,4953 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000055,CUST_000465,PROD_000049,EMP_000034,2025-02-13,2025-02-16,7,143.33,26.5,11.75,302.56,Processing,4190 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000056,CUST_000141,PROD_000190,EMP_000088,2023-09-22,2023-10-01,6,273.88,4.5,67.92,851.65,Returned,644 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000057,CUST_000974,PROD_000176,EMP_000159,2023-12-04,2023-12-06,10,930.99,4.4,24.01,318.02,Returned,1387 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000058,CUST_000226,PROD_000052,EMP_000144,2024-11-07,2024-11-13,4,888.48,21.6,96.24,288.92,Delivered,3059 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000059,CUST_000545,PROD_000061,EMP_000058,2024-07-26,2024-07-30,5,949.73,28.5,3.47,692.63,Pending,1290 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000060,CUST_000542,PROD_000128,EMP_000104,2023-09-19,2023-09-20,6,980.33,8.0,86.36,780.58,Delivered,9236 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000061,CUST_000339,PROD_000117,EMP_000103,2024-03-10,2024-03-20,5,724.52,28.3,91.62,342.15,Processing,5907 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000062,CUST_000578,PROD_000121,EMP_000070,2024-07-20,2024-07-27,7,931.87,17.8,50.28,962.65,Pending,7060 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000063,CUST_000081,PROD_000046,EMP_000088,2025-03-27,2025-04-01,6,31.89,20.9,0.79,338.72,Cancelled,5020 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000064,CUST_000190,PROD_000195,EMP_000103,2024-08-19,2024-08-29,3,329.86,28.2,57.57,403.1,Delivered,2978 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000065,CUST_000465,PROD_000071,EMP_000035,2025-07-21,2025-07-25,6,779.14,17.7,11.87,189.78,Pending,4685 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000066,CUST_000558,PROD_000150,EMP_000051,2023-10-07,2023-10-11,3,941.54,24.5,30.1,323.57,Shipped,3498 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000067,CUST_000581,PROD_000106,EMP_000057,2024-04-27,2024-05-05,4,113.2,27.2,90.37,39.69,Returned,1999 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000068,CUST_000146,PROD_000031,EMP_000021,2025-02-13,2025-02-19,9,452.16,27.5,55.7,325.15,Processing,5944 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000069,CUST_000444,PROD_000130,EMP_000118,2025-02-04,2025-02-09,5,845.69,19.5,67.87,58.12,Delivered,3179 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000070,CUST_000957,PROD_000174,EMP_000007,2023-10-10,2023-10-19,7,798.66,26.3,82.04,230.34,Delivered,7583 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000071,CUST_000441,PROD_000103,EMP_000175,2023-12-21,2023-12-27,7,196.41,14.0,11.15,911.92,Returned,765 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000072,CUST_000834,PROD_000113,EMP_000138,2025-02-28,2025-03-02,1,928.29,11.0,64.91,661.7,Pending,596 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000073,CUST_000877,PROD_000175,EMP_000046,2024-03-26,2024-03-29,2,316.09,9.6,66.26,945.91,Pending,6971 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000074,CUST_000991,PROD_000147,EMP_000178,2024-12-14,2024-12-16,4,765.42,15.9,62.75,95.98,Processing,575 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000075,CUST_000388,PROD_000160,EMP_000089,2025-01-13,2025-01-19,3,522.91,11.7,90.65,36.52,Returned,3056 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000076,CUST_000353,PROD_000033,EMP_000185,2024-11-24,2024-11-30,10,358.72,26.8,65.93,221.08,Processing,2431 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000077,CUST_000710,PROD_000198,EMP_000114,2023-10-18,2023-10-22,10,198.19,15.7,60.79,11.41,Shipped,7761 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000078,CUST_000231,PROD_000034,EMP_000059,2024-08-06,2024-08-13,7,96.23,10.5,3.48,403.13,Pending,9032 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000079,CUST_000192,PROD_000100,EMP_000156,2024-02-27,2024-03-06,2,766.84,24.2,82.98,207.9,Pending,1617 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000080,CUST_000160,PROD_000102,EMP_000026,2025-03-29,2025-04-04,9,230.03,28.9,67.78,635.8,Processing,1469 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000081,CUST_000781,PROD_000068,EMP_000137,2023-08-10,2023-08-15,7,483.68,9.7,75.38,139.71,Processing,3551 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000082,CUST_000976,PROD_000042,EMP_000183,2025-03-11,2025-03-20,1,638.38,22.6,29.2,997.17,Shipped,9179 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000083,CUST_000702,PROD_000162,EMP_000048,2023-09-23,2023-09-26,6,410.97,11.3,82.11,621.75,Shipped,3459 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000084,CUST_000249,PROD_000163,EMP_000185,2024-07-01,2024-07-09,4,75.99,19.4,53.16,278.84,Returned,8058 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000085,CUST_000007,PROD_000125,EMP_000172,2024-12-05,2024-12-11,4,858.19,28.5,77.22,656.67,Shipped,2433 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000086,CUST_000794,PROD_000099,EMP_000045,2024-12-21,2024-12-28,1,513.62,8.6,39.93,575.2,Returned,7759 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000087,CUST_000065,PROD_000081,EMP_000188,2024-07-04,2024-07-09,8,54.57,9.6,56.87,801.29,Returned,1103 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000088,CUST_000738,PROD_000069,EMP_000019,2024-05-22,2024-05-24,10,768.75,20.2,32.99,278.9,Cancelled,1497 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000089,CUST_000217,PROD_000152,EMP_000083,2023-12-06,2023-12-14,9,501.67,24.1,6.02,805.39,Processing,298 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000090,CUST_001000,PROD_000041,EMP_000171,2024-05-15,2024-05-16,2,626.51,19.6,9.61,731.67,Pending,2453 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000091,CUST_000586,PROD_000063,EMP_000193,2025-01-09,2025-01-16,10,409.49,16.0,64.73,411.92,Cancelled,8573 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000092,CUST_000169,PROD_000110,EMP_000126,2025-05-20,2025-05-28,4,89.09,18.1,77.05,140.53,Returned,6380 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000093,CUST_000983,PROD_000087,EMP_000179,2024-04-19,2024-04-29,9,539.41,14.3,54.47,358.89,Returned,3408 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000094,CUST_000119,PROD_000155,EMP_000024,2025-01-08,2025-01-15,6,315.67,0.9,51.25,727.83,Cancelled,5487 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000095,CUST_000149,PROD_000012,EMP_000041,2025-03-29,2025-03-31,10,78.55,25.3,77.46,491.43,Delivered,4462 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000096,CUST_000492,PROD_000002,EMP_000183,2024-10-17,2024-10-18,1,148.87,29.0,46.43,313.11,Cancelled,7132 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000097,CUST_000587,PROD_000115,EMP_000152,2024-10-03,2024-10-11,5,885.96,2.7,81.62,391.8,Shipped,6990 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000098,CUST_000879,PROD_000085,EMP_000009,2024-11-13,2024-11-14,7,251.81,9.4,22.06,207.19,Cancelled,6327 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000099,CUST_000191,PROD_000119,EMP_000113,2023-11-11,2023-11-13,2,883.89,17.0,35.81,573.62,Delivered,3650 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000100,CUST_000712,PROD_000095,EMP_000152,2025-06-14,2025-06-22,1,187.44,10.5,16.15,169.49,Delivered,3382 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000101,CUST_000081,PROD_000081,EMP_000158,2024-12-06,2024-12-11,9,624.55,16.8,56.99,342.05,Delivered,5713 Pine St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000102,CUST_000446,PROD_000064,EMP_000077,2023-09-30,2023-10-06,5,875.9,28.3,29.22,229.19,Returned,4218 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000103,CUST_000125,PROD_000102,EMP_000146,2023-11-16,2023-11-26,10,252.13,18.2,83.38,945.3,Shipped,4519 Main St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000104,CUST_000232,PROD_000148,EMP_000070,2024-10-16,2024-10-23,5,26.99,22.8,83.68,702.61,Processing,2394 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000105,CUST_000337,PROD_000129,EMP_000108,2023-12-05,2023-12-08,10,725.71,21.7,21.85,579.86,Cancelled,8559 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000106,CUST_000256,PROD_000041,EMP_000027,2025-04-23,2025-04-24,10,451.08,1.8,17.33,861.82,Pending,7847 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000107,CUST_000357,PROD_000050,EMP_000074,2024-02-19,2024-02-26,6,343.3,24.0,13.19,779.97,Pending,4005 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000108,CUST_000285,PROD_000146,EMP_000111,2024-09-28,2024-10-03,7,929.6,4.5,61.09,570.91,Pending,2318 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000109,CUST_000140,PROD_000200,EMP_000030,2025-04-16,2025-04-20,8,339.98,11.8,35.62,709.91,Delivered,3119 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000110,CUST_000694,PROD_000121,EMP_000001,2023-10-30,2023-11-08,7,971.13,2.4,57.37,226.22,Pending,4278 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000111,CUST_000306,PROD_000049,EMP_000067,2024-01-16,2024-01-22,7,394.0,2.5,22.28,546.62,Shipped,788 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000112,CUST_000196,PROD_000105,EMP_000041,2025-01-28,2025-01-31,1,859.39,5.8,45.75,191.28,Delivered,3407 Main St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000113,CUST_000309,PROD_000060,EMP_000170,2025-07-15,2025-07-23,10,421.52,22.2,67.48,661.45,Cancelled,460 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000114,CUST_000725,PROD_000037,EMP_000146,2023-08-07,2023-08-12,7,755.72,28.8,15.3,806.67,Pending,7984 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000115,CUST_000477,PROD_000068,EMP_000049,2025-05-30,2025-05-31,5,215.75,9.6,15.52,541.2,Shipped,769 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000116,CUST_000625,PROD_000072,EMP_000109,2024-01-09,2024-01-16,6,189.35,22.5,72.98,756.35,Processing,3260 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000117,CUST_000157,PROD_000160,EMP_000060,2024-02-18,2024-02-19,3,26.07,9.9,57.36,116.73,Processing,164 Oak St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000118,CUST_000203,PROD_000065,EMP_000105,2024-12-22,2024-12-30,8,77.03,20.8,67.03,433.5,Delivered,5984 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000119,CUST_000146,PROD_000199,EMP_000123,2024-05-23,2024-06-02,10,353.89,24.4,24.91,750.91,Processing,4555 Main St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000120,CUST_000058,PROD_000021,EMP_000045,2024-12-31,2025-01-04,10,560.56,7.7,48.76,242.64,Processing,4438 Main St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000121,CUST_000131,PROD_000139,EMP_000076,2025-06-17,2025-06-25,2,947.07,24.0,80.95,799.19,Pending,1489 Pine St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000122,CUST_000678,PROD_000034,EMP_000075,2025-02-17,2025-02-18,6,67.89,24.4,72.22,917.13,Shipped,8954 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000123,CUST_000658,PROD_000163,EMP_000177,2024-04-03,2024-04-11,6,826.58,12.4,62.23,834.08,Processing,4321 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000124,CUST_000656,PROD_000139,EMP_000059,2024-07-31,2024-08-09,8,162.54,20.3,62.89,346.08,Pending,2948 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000125,CUST_000042,PROD_000150,EMP_000177,2023-11-29,2023-12-05,7,400.25,16.0,71.26,915.71,Returned,2416 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000126,CUST_000643,PROD_000049,EMP_000116,2024-11-21,2024-12-01,2,796.47,3.0,8.45,979.53,Pending,8699 Pine St,Credit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000127,CUST_000714,PROD_000089,EMP_000177,2024-12-05,2024-12-14,7,809.26,22.3,5.0,917.17,Pending,7446 Oak St,Bank Transfer,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000128,CUST_000711,PROD_000010,EMP_000162,2024-10-09,2024-10-13,10,159.53,3.1,97.16,621.08,Returned,5816 Oak St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000129,CUST_000506,PROD_000027,EMP_000045,2025-04-13,2025-04-16,3,906.25,28.4,74.84,257.28,Cancelled,7445 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000130,CUST_000370,PROD_000075,EMP_000039,2025-07-13,2025-07-16,2,381.91,11.3,32.05,812.8,Cancelled,6267 Oak St,Debit Card,2025-08-04 19:19:11,2025-08-04 19:19:11
ORD_00000131,CUST_000709,PROD_000139,EMP_000051,2025-08-02,2025-08-06,5,301.47,13.3,90.48,28.34,Cancelled,8497 Pine St,PayPal,2025-08-04 19:19:11,2025-08-04 19:19:11
